"time","Gyroscope x","Gyroscope y","Gyroscope z","abs Gyroscope"
1.364757571E1,-2.940173820E-2,5.438838154E-2,3.132853508E-1,3.193278398E-1
1.384796471E1,8.558087945E-1,-1.413964629E-1,2.761664242E-2,8.678504084E-1
1.404835371E1,-5.304020271E-2,-3.236208856E-2,5.874358490E-2,8.550658832E-2
1.424874171E1,1.395953000E-1,8.973105997E-2,-4.528736174E-1,4.823204580E-1
1.444913071E1,-1.553917080E-1,1.684321910E-1,2.057054341E-1,3.079459555E-1
1.464952000E1,-8.734449744E-2,6.973459572E-2,-7.566316426E-2,1.349699578E-1
1.484990900E1,5.246129036E-1,1.096320897E-1,5.837785006E-1,7.924867390E-1
1.505029800E1,-9.582950734E-3,-2.517947853E-1,1.300024837E-1,2.835367571E-1
1.525068700E1,-5.219380371E-3,-1.520778239E-1,2.058434114E-2,1.535533183E-1
1.545107500E1,-1.193065718E-1,1.746813022E-2,-4.714736044E-1,4.866482850E-1
1.565146396E1,-4.729411006E-1,-1.661228947E-2,-5.194638371E-1,7.027033022E-1
1.585185296E1,-6.340543628E-1,4.200907946E-1,5.306603760E-2,7.624416141E-1
1.605224196E1,9.164050817E-1,-1.796776243E-2,3.440687060E-1,9.790323737E-1
1.625262996E1,3.053313196E-1,3.647407293E-1,2.614776790E-1,5.428016129E-1
1.645301896E1,4.297365546E-1,2.062844336E-1,-2.976443991E-2,4.776114486E-1
1.665340783E1,-1.317035109E-1,1.619162410E-1,2.458578162E-2,2.101598072E-1
1.685379683E1,-6.067246199E-1,-4.211842269E-2,-3.816526011E-2,6.093810901E-1
1.705418583E1,2.015989833E-2,2.327426570E-3,3.723165691E-1,3.728692345E-1
1.725457383E1,2.733544260E-2,3.933213353E-1,3.784986734E-1,5.465438180E-1
1.745496283E1,-5.354673788E-2,-1.695739925E-1,-3.364727199E-1,3.805738868E-1
1.765535208E1,5.833678246E-1,2.434704304E-1,-2.186006010E-1,6.688662736E-1
1.785574108E1,-2.153017223E-1,1.069928706E-1,-3.176466227E-1,3.983737979E-1
1.805613008E1,4.647508264E-1,3.374449611E-1,1.527168900E-1,5.942935982E-1
1.825651808E1,3.590847552E-1,-2.811308252E-3,8.942893147E-1,9.636924527E-1
1.845690708E1,4.127610102E-2,1.064011008E-1,4.785149097E-1,4.919364081E-1
1.865729621E1,5.098221302E-1,7.625196874E-2,-1.665499061E-1,5.417304112E-1
1.885768421E1,-3.596028686E-1,-6.378363818E-2,-4.284650087E-2,3.677205436E-1
1.905807321E1,-3.667913079E-1,-1.308546960E-1,-2.436085138E-3,3.894415868E-1
1.925846221E1,-1.992589682E-1,2.891378105E-1,2.928116620E-1,4.572127287E-1
1.945885121E1,9.965828061E-2,1.635219753E-1,3.369289041E-1,3.875465078E-1
1.965923871E1,-1.203802824E-1,-4.801894072E-3,-6.970030665E-1,7.073384942E-1
1.985962771E1,5.517244935E-1,2.363986969E-1,-2.960116565E-1,6.692586656E-1
2.006001671E1,2.559993416E-2,-2.484077662E-1,-3.618956804E-1,4.396933687E-1
2.026040471E1,5.101742148E-1,3.497912288E-1,2.783005536E-1,6.782940596E-1
2.046079371E1,-1.910190731E-1,-9.828507155E-2,4.443094730E-1,4.935171217E-1
2.066118296E1,4.736585915E-2,-1.247881651E-1,2.465885282E-1,2.803952799E-1
2.086157096E1,1.258554906E-1,3.735879809E-2,-4.420774281E-1,4.611591230E-1
2.106195996E1,-3.752544820E-1,-2.854962647E-1,-8.044008017E-1,9.324080079E-1
2.126234896E1,-4.715427160E-1,-4.993591085E-2,-4.500150979E-1,6.537275553E-1
2.146273696E1,7.043720484E-1,-4.061384499E-1,-2.836556546E-2,8.135680846E-1
2.166312650E1,-4.812924266E-1,2.148386985E-1,3.368928134E-1,6.255356377E-1
2.186351550E1,2.290264517E-1,-2.370234132E-1,-4.407512844E-1,5.503588908E-1
2.206390350E1,3.820220008E-2,2.350449376E-2,3.114218712E-1,3.146354258E-1
2.226429250E1,7.389988750E-2,-1.138019562E-1,1.057885960E-1,1.720561119E-1
2.246468150E1,5.063901469E-2,3.406292200E-1,5.483640432E-1,6.475304620E-1
2.266506913E1,-1.314450353E-1,-2.653611004E-1,2.608973980E-1,3.946666482E-1
2.286545813E1,-8.682008088E-2,7.723895460E-2,-1.489245147E-1,1.888970450E-1
2.306584713E1,1.504154503E-1,-4.026620984E-1,-4.465227723E-1,6.197936426E-1
2.326623513E1,-1.994189024E-1,-2.775182202E-2,-4.001860321E-1,4.479809399E-1
2.346662413E1,4.361319169E-2,-8.709743619E-2,1.863568425E-1,2.102782600E-1
2.366701258E1,3.368729055E-1,5.002114773E-1,7.253689766E-1,9.433212754E-1
2.386740058E1,-1.628733426E-1,-1.476829499E-1,4.846683443E-1,5.322042685E-1
2.406778958E1,3.454704881E-1,4.988064468E-1,3.396494091E-1,6.953556288E-1
2.426817758E1,-2.322535366E-1,-1.978106350E-1,3.342925012E-1,4.525728990E-1
2.446856658E1,-2.906302810E-1,-1.321638823E-1,1.412368417E-1,3.491147339E-1
2.466895588E1,-4.634718597E-1,-5.667375326E-1,9.120261669E-2,7.377774142E-1
2.486934387E1,-4.347485676E-2,3.225960135E-1,4.999229610E-1,5.965578078E-1
2.506973288E1,2.993798852E-1,-3.460099101E-1,-7.051267475E-2,4.629505490E-1
2.527012087E1,1.198955417E0,2.771930099E-1,1.121424884E-2,1.230632283E0
2.547050988E1,-1.449227035E-1,5.904850960E-1,1.236906201E-1,6.204632205E-1
2.567089938E1,-1.711921692E-1,8.546976000E-2,1.886093467E-1,2.686732669E-1
2.587128738E1,5.785655975E-2,3.165721893E-1,5.025032759E-1,5.967200976E-1
2.607167638E1,1.680028588E-1,-1.500319242E-1,1.910646260E-1,2.953645716E-1
2.627206438E1,-7.378705144E-1,2.246624045E-2,-3.407804966E-1,8.130737819E-1
2.647245338E1,1.047426313E-1,-2.332489491E-1,-3.907969594E-1,4.670100154E-1
2.667284146E1,-3.494538367E-1,1.909354478E-1,-1.220785975E-1,4.165063183E-1
2.687323046E1,-6.119865179E-1,1.146138981E-1,8.535063267E-2,6.284493410E-1
2.707361846E1,-3.849649429E-1,3.297712207E-1,1.133750230E-1,5.194236817E-1
2.727400746E1,5.282568932E-1,-2.233447880E-2,-1.978106350E-1,5.645203463E-1
2.747439546E1,6.841667891E-1,-2.684425712E-1,-7.272147536E-1,1.033918230E0
2.767478425E1,-2.163316458E-1,1.561716646E-1,-6.416709423E-1,6.949320600E-1
2.787517325E1,2.600910664E-1,1.013225988E-1,7.394917309E-2,2.887596094E-1
2.807556125E1,-1.157165272E-3,1.736705303E-1,1.751245409E-1,2.466402177E-1
2.827595025E1,-4.913071990E-1,-1.039964333E-1,3.635676950E-2,5.035075338E-1
2.847633925E1,2.466761023E-1,-6.727673113E-2,-2.348884642E-1,3.472000124E-1
2.867672833E1,-1.458283514E-1,-5.945980549E-3,-1.393697411E-1,2.018048252E-1
2.887711733E1,2.094607987E-2,1.785627007E-2,-3.480897248E-1,3.491762322E-1
2.907750533E1,-5.511799827E-3,-4.942286313E-1,-1.330531090E-1,5.118549108E-1
2.927789433E1,-4.967989326E-1,-2.337703407E-1,-2.222892046E-1,5.923430105E-1
2.947828333E1,1.160171703E-1,-4.554124177E-2,-6.111261845E-1,6.237060220E-1
2.967867146E1,2.008969784E-1,7.542006671E-2,-5.233680010E-1,5.656517010E-1
2.987906046E1,-2.469568253E-1,2.508528233E-1,-2.542094588E-1,4.342087763E-1
3.007944946E1,2.827520072E-1,-5.277270675E-1,-1.993854195E-1,6.310301901E-1
3.027983846E1,4.028560966E-2,-5.423394591E-2,-2.539036423E-2,7.217286076E-2
3.048022746E1,-1.153441444E-1,-2.593869567E-1,-2.886559665E-1,4.048556928E-1
3.068061671E1,3.669781685E-1,-6.569905281E-1,-7.764251232E-1,1.081270319E0
3.088100571E1,-6.640652418E-1,-2.974702716E-1,-1.792483926E-1,7.494005565E-1
3.108139471E1,-8.490266651E-2,2.208559215E-2,7.726810127E-2,1.169042156E-1
3.128178371E1,-4.293524027E-1,1.442021038E-2,2.932332456E-1,5.201318722E-1
3.148217271E1,-2.343325466E-1,1.288315207E-1,1.937370449E-1,3.302171190E-1
3.168256158E1,2.616582811E-1,-2.759575844E-3,-4.889557958E-1,5.545723051E-1
3.188295058E1,2.338930815E-1,1.272489280E-1,-1.660102755E-1,3.137796597E-1
3.208333958E1,-8.622096479E-2,-1.572995074E-2,-2.543525696E-1,2.690292099E-1
3.228372958E1,6.756083965E-1,-1.503287256E-2,4.552156031E-1,8.147968692E-1
3.248411858E1,-2.837832272E-1,-2.736336887E-1,9.035629034E-2,4.044410647E-1
3.268450850E1,-1.031766459E-1,-2.286253721E-1,-1.196320131E-1,2.778971025E-1
3.288489750E1,1.342932433E-1,-9.443114698E-2,-2.483498752E-1,2.977072005E-1
3.308528650E1,-5.196503997E-1,3.920141608E-2,-1.372154653E-1,5.388890172E-1
3.328567550E1,-1.658545136E-1,-3.521657735E-2,-2.159043849E-1,2.745225499E-1
3.348606450E1,-1.353977770E-1,-4.505566359E-1,-1.455567181E-1,4.924638041E-1
3.368645300E1,-2.599132955E-1,2.869738340E-1,2.593506873E-1,4.660168254E-1
3.388684200E1,1.687619463E-2,-1.266009808E-1,-4.796528518E-1,4.963662685E-1
3.408723100E1,5.612469316E-1,-9.812135994E-2,-1.893996000E-1,6.004149631E-1
3.428762000E1,8.815297484E-2,8.694638498E-3,-1.833017468E-1,2.035830890E-1
3.448800900E1,3.616826236E-1,-5.167146921E-1,3.979160786E-1,7.457517005E-1
3.468839813E1,-1.214518026E-1,3.809089959E-2,4.723522663E-1,4.892015131E-1
3.488878713E1,-2.125831693E-2,1.029450968E-1,3.697260618E-1,3.843786802E-1
3.508917613E1,-4.500324726E-1,3.956355527E-2,-6.437143683E-1,7.864239883E-1
3.528956513E1,-4.532492161E-1,-1.069466919E-1,-3.630031943E-1,5.904606387E-1
3.548995413E1,-2.755953670E-1,2.345843762E-1,2.569588721E-1,4.438586462E-1
3.569034283E1,9.111886621E-1,-7.636745274E-2,2.911577225E-1,9.596195001E-1
3.589073183E1,-3.773964569E-2,7.588447630E-2,2.783517838E-1,2.909681256E-1
3.609112083E1,1.244060621E-1,4.690418951E-3,-3.211075962E-1,3.443965108E-1
3.629150983E1,1.183699667E-1,-7.715447992E-2,2.274358720E-1,2.677523831E-1
3.649189883E1,-1.773036867E-1,-2.295791358E-1,-2.726321518E-1,3.980847487E-1
3.669228846E1,3.161230683E-1,3.111599088E-1,7.141367197E-1,8.406815911E-1
3.689267746E1,-1.277773827E-1,-2.963467538E-1,5.802777410E-1,6.639809596E-1
3.709306546E1,-8.395611495E-2,1.735537797E-1,1.647569835E-1,2.536028535E-1
3.729345446E1,-4.566676915E-2,-2.548094094E-1,-7.423471212E-1,7.861886143E-1
3.749384346E1,-2.108089477E-1,1.907373518E-1,-2.187990993E-1,3.587397325E-1
3.769423158E1,-3.190815747E-1,2.539534569E-1,2.944168635E-2,4.088669985E-1
3.789461958E1,1.125786066E0,-3.300276399E-1,1.534421444E-1,1.183155527E0
3.809500858E1,-2.596409917E-1,2.159215063E-1,4.826087058E-1,5.890218199E-1
3.829539758E1,2.430618554E-1,-1.333773285E-1,-4.534180760E-1,5.314663950E-1
3.849578658E1,1.132849455E-1,1.452670842E-1,2.475099415E-1,3.085403957E-1
3.869617508E1,-2.931259871E-1,-2.205751240E-1,-2.859606743E-1,4.651341063E-1
3.889656408E1,3.643494546E-1,2.394093126E-1,3.101025820E-1,5.350055658E-1
3.909695208E1,2.481176257E-1,-1.028679758E-1,5.762569904E-1,6.357800686E-1
3.929734108E1,9.116885811E-2,2.935941517E-1,8.358170092E-2,3.185830933E-1
3.949772908E1,-4.660245776E-1,-7.553982139E-1,-9.511064291E-1,1.300926135E0
3.969811800E1,-1.930283010E-1,1.243362501E-1,-3.627679646E-1,4.293250799E-1
3.989850600E1,-1.503902674E-1,-1.972730458E-1,-1.181288734E-1,2.747513746E-1
4.009889500E1,1.196443558E0,5.201058835E-2,3.670148551E-1,1.252550275E0
4.029928300E1,-7.912122458E-2,-5.333026871E-3,3.493734300E-1,3.582602447E-1
4.049967200E1,5.075449944E-1,9.713681042E-2,-3.375495970E-1,6.172335147E-1
4.070006000E1,-2.101120204E-1,1.126597822E-1,1.389530450E-1,2.759478870E-1
4.090044800E1,-4.052434266E-1,-1.969502717E-1,-3.520779312E-1,5.718133558E-1
4.110083700E1,2.050562054E-1,-1.096539795E-1,5.584699512E-1,6.049468811E-1
4.130122500E1,7.011859119E-2,2.387254387E-1,5.926369429E-1,6.427480050E-1
4.150161300E1,5.718729272E-2,9.885080159E-2,-1.498988420E-1,1.884450324E-1
4.170200062E1,1.221993640E-1,-2.794970274E-1,-3.833758831E-1,4.899268727E-1
4.190238963E1,3.491387889E-2,1.589295417E-1,-3.986155391E-1,4.305484016E-1
4.210277762E1,5.072647929E-1,1.259011626E-1,3.453509808E-1,6.264471030E-1
4.230316563E1,5.823823437E-2,2.699435651E-1,8.369801044E-1,8.813608316E-1
4.250355462E1,2.004184425E-1,-9.436579049E-2,3.502403498E-1,4.144161642E-1
4.270394283E1,-1.105623394E-1,2.920242548E-1,-3.975539804E-1,5.055208834E-1
4.290433083E1,-1.933716238E-1,-1.955145001E-1,-3.184725344E-1,4.207650886E-1
4.310471983E1,-6.923786998E-1,-1.629475802E-1,-3.844072521E-1,8.085227970E-1
4.330510783E1,-7.078493237E-1,-2.101042569E-1,1.666457802E-1,7.569447007E-1
4.350549683E1,-2.334789000E-2,2.838899493E-1,4.301816523E-1,5.159407730E-1
4.370588546E1,1.146211028E-1,-3.329429775E-2,-2.303210646E-1,2.594114498E-1
4.390627346E1,7.882311344E-1,1.005067080E-1,-1.314435452E-1,8.054112771E-1
4.410666246E1,-3.636281788E-1,-4.880839959E-2,-3.817515969E-1,5.294733176E-1
4.430705046E1,5.899438858E-1,1.218095794E-1,2.287872434E-1,6.443717598E-1
4.450743846E1,5.806275085E-2,1.569960266E-1,7.331008911E-1,7.519680525E-1
4.470782696E1,1.211820096E-1,-9.897866845E-2,3.054455519E-1,3.431892210E-1
4.490821496E1,-6.229713559E-2,2.963261604E-1,-1.719955355E-1,3.482421438E-1
4.510860296E1,-2.541668713E-1,-2.116778344E-1,-4.074645638E-1,5.248196593E-1
4.530899196E1,-4.159446061E-1,2.780072391E-3,-3.007032871E-1,5.132641727E-1
4.550937996E1,5.599955563E-3,-4.553095102E-1,-3.875587136E-2,4.569902922E-1
4.570976796E1,-2.678053379E-1,4.199694991E-1,3.815464079E-1,6.274326582E-1
4.591015596E1,1.420552880E-1,-5.729840994E-1,-6.089255810E-1,8.481042661E-1
4.611054496E1,2.891555727E-1,6.509874016E-2,-1.977109350E-2,2.970516576E-1
4.631093296E1,-1.812649518E-1,-1.101098880E-1,-1.385284066E-1,2.533205275E-1
4.651132096E1,3.700421751E-1,3.665859699E-1,6.568179727E-1,8.382877393E-1
4.671170912E1,8.481678367E-2,-3.401004672E-1,4.905282855E-1,6.028932024E-1
4.691209713E1,-5.360907912E-1,2.566264272E-1,3.784763627E-3,5.943608197E-1
4.711248513E1,4.383860528E-2,-4.047965109E-1,-8.360867500E-1,9.299586508E-1
4.731287413E1,-2.608437538E-1,2.581408918E-1,-2.009206414E-1,4.183841394E-1
4.751326213E1,2.795194685E-1,2.077158839E-1,2.714250386E-1,4.415298102E-1
4.771365000E1,7.325372100E-1,-1.926678121E-1,4.287767410E-1,8.703913737E-1
4.791403800E1,3.043104149E-2,1.113932878E-1,3.923124969E-1,4.089542860E-1
4.811442600E1,-3.405732661E-2,2.722149491E-1,-5.762122273E-1,6.381860316E-1
4.831481400E1,-4.118447006E-1,-4.003179073E-1,-2.346141040E-1,6.204145889E-1
4.851520200E1,-2.641421258E-1,-2.467060834E-1,-2.821604609E-1,4.585296937E-1
4.871558958E1,-2.062799037E-1,6.048771739E-2,3.145851791E-1,3.810170567E-1
4.891597758E1,-7.714971155E-2,2.110774368E-1,3.816524744E-1,4.429044745E-1
4.911636558E1,-1.009100005E-1,-1.788769364E-1,-3.001502454E-1,3.636893680E-1
4.931675358E1,8.887403607E-1,4.913248420E-1,2.530943155E-1,1.046573582E0
4.951714158E1,1.676344126E-2,6.050832570E-3,-2.364062667E-1,2.370770939E-1
4.971752875E1,5.782814622E-1,2.630276084E-1,3.758513629E-1,7.381444434E-1
4.991791675E1,-7.397344708E-2,3.181889057E-1,6.010033488E-1,6.840477146E-1
5.011830375E1,1.120196581E-1,5.684713833E-3,5.523802638E-1,5.636529745E-1
5.031869175E1,-3.223134577E-1,2.489654720E-1,-1.442622840E-1,4.320664045E-1
5.051907875E1,-2.327234298E-1,-7.622046769E-2,-6.183465719E-1,6.650731069E-1
5.071946737E1,-4.751278460E-1,-3.942333758E-1,-2.445349395E-1,6.640510231E-1
5.091985438E1,3.260104954E-1,-1.199485436E-1,-2.278963774E-1,4.154602930E-1
5.112024138E1,-1.045286357E-1,2.543561757E-1,3.281490803E-1,4.281414704E-1
5.132062838E1,3.145802915E-1,-7.456054688E-1,-6.238222718E-1,1.021783980E0
5.152101538E1,3.794798255E-1,3.638613224E-1,3.190522194E-1,6.149750553E-1
5.172140221E1,-5.310711265E-1,-7.916598767E-2,-2.687312663E-1,6.004334171E-1
5.192178921E1,3.089801967E-1,-5.281066895E-2,4.773555398E-1,5.710744611E-1
5.212217621E1,7.500074059E-2,-2.256785184E-1,3.381308317E-1,4.133864586E-1
5.232256321E1,-4.004420340E-2,3.894274309E-2,2.874800265E-1,2.928563489E-1
5.252295021E1,-2.968291938E-1,-1.639788300E-1,-4.403910041E-1,5.558244898E-1
5.272333671E1,-1.733728349E-1,2.677904367E-1,-4.853429794E-1,5.807991611E-1
5.292372271E1,-3.406561911E-1,4.887833819E-2,-1.860509813E-1,3.912169476E-1
5.312410971E1,1.146358252E0,-3.474749327E-1,5.763124302E-2,1.199248694E0
5.332449571E1,-1.713529676E-1,-4.742274806E-2,2.462021410E-1,3.036877521E-1
5.352488271E1,4.969408214E-1,2.050555646E-1,-7.064685225E-1,8.877475643E-1
5.372526938E1,-3.803268075E-1,-4.184434712E-1,2.978205867E-2,5.662423422E-1
5.392565638E1,-4.807504714E-1,-1.615858972E-1,-2.405300736E-1,5.613249809E-1
5.412604238E1,-7.934124768E-2,2.766803801E-1,5.405606627E-1,6.124156239E-1
5.432642937E1,1.851174533E-1,3.198347613E-2,4.379496574E-1,4.765409917E-1
5.452681538E1,9.337505698E-2,2.033013254E-1,-1.764648594E-2,2.244141900E-1
5.472720058E1,5.938847065E-1,-4.170502126E-1,-7.834368944E-2,7.299093493E-1
5.492758658E1,-2.160945237E-1,-2.071622573E-2,-6.967557669E-1,7.297907946E-1
5.512797358E1,1.880970299E-1,1.208346859E-1,2.360534817E-1,3.251196091E-1
5.532835958E1,4.138934612E-1,-2.140507549E-1,5.198006034E-1,6.980817933E-1
5.552874558E1,-1.599839628E-1,2.447644919E-1,3.888693154E-1,4.865427723E-1
5.572913221E1,3.026731312E-1,4.500772059E-1,-3.202436268E-1,6.298702217E-1
5.592951821E1,-2.923130095E-1,-1.172242388E-1,-6.442374433E-5,3.149419341E-1
5.612990421E1,-6.062436104E-1,-2.556804717E-1,-2.774403691E-1,7.140567044E-1
5.633029021E1,-1.491930634E-1,3.689581454E-1,1.738891304E-1,4.343110784E-1
5.653067621E1,7.415926456E-2,1.650162488E-1,4.479684532E-1,4.831207861E-1
5.673106221E1,2.191206217E-1,1.832040846E-1,-2.421480268E-1,3.744505980E-1
5.693144821E1,7.575799823E-1,-1.154837664E-3,-1.959768832E-1,7.825188189E-1
5.713183321E1,-1.240246072E-1,-2.576000094E-1,-4.751614332E-1,5.545432857E-1
5.733221921E1,3.699752986E-1,5.451116338E-2,2.689892352E-1,4.606608266E-1
5.753260521E1,-1.479186863E-1,2.212658525E-1,6.729555130E-1,7.236764731E-1
5.773299121E1,6.220223382E-2,-4.046243727E-1,2.473408729E-1,4.782964649E-1
5.793337621E1,-3.279182017E-1,1.087672114E-1,-3.252525926E-1,4.744996336E-1
5.813376221E1,3.166340292E-1,-7.499570027E-3,-8.673816174E-2,3.283852321E-1
5.833414721E1,-1.631139964E-1,2.775892988E-2,-1.484969705E-1,2.223242773E-1
5.853453321E1,1.345344037E-1,-1.313280761E-1,-1.863728911E-1,2.647289631E-1
5.873491833E1,-5.141688585E-1,3.724253178E-1,3.033544719E-1,7.036292831E-1
5.893530333E1,2.101356536E-1,-1.351496298E-2,-5.953865647E-1,6.315257783E-1
5.913568933E1,2.471060865E-2,-6.709499657E-2,7.977724075E-2,1.071296452E-1
5.933607433E1,-2.817792892E-1,-1.018447280E-1,-1.867663115E-1,3.530631269E-1
5.953645933E1,4.290511012E-1,1.420705765E-1,7.614752650E-1,8.855018212E-1
5.973684396E1,-7.088726759E-2,-7.875718921E-2,2.686804533E-1,2.888198150E-1
5.993722896E1,-1.060011834E-1,5.678238720E-2,-5.003944784E-2,1.302475977E-1
6.013761396E1,-1.497286931E-2,-1.197099239E-1,-3.055264354E-1,3.284829606E-1
6.033799896E1,-6.499660760E-2,1.218337640E-1,-2.270933092E-1,2.657807294E-1
6.053838296E1,4.509578049E-1,-4.355834424E-1,8.135800064E-2,6.322301807E-1
6.073876800E1,7.695924044E-1,4.280689955E-1,2.741620243E-1,9.223233431E-1
6.093915300E1,-1.947055608E-1,6.608966738E-2,9.143237770E-2,2.250288409E-1
6.113953700E1,1.606290936E-1,7.039706409E-2,-3.012102246E-1,3.485470582E-1
6.133992200E1,-2.367988676E-1,1.158103719E-1,8.245564997E-2,2.761968142E-1
