time,Pressure
0.435592125,995.1623535
1.436168125,995.1682281
2.436744125,995.1682281
3.437324125,995.1499176
4.437898125,995.1086426
4.988849125,995.0614929
5.989424125,995.0471497
6.990001125,995.0056458
7.990581125,994.9771881
8.991151125,994.9581146
9.991726125,994.9510956
10.99230512,994.9501038
11.99288013,994.9466705
12.99345313,994.9329376
13.99403112,994.9104309
14.99460512,994.884491
15.99518712,994.8600006
16.99576012,994.8356628
17.99633812,994.8127747
18.99691713,994.8034668
19.99749212,994.8031616
20.99806712,994.8034668
21.99864212,994.8108673
22.99921813,994.8377991
23.99979512,994.8767853
25.00036912,994.9155426
26.00094513,994.9515533
27.00152513,994.9972534
28.00209913,995.0373077
29.00267313,995.0722504
30.00324912,995.1057434
31.00382812,995.1454163
