time,Acceleration x,Acceleration y,Acceleration z,abs Acceleration
0.221913,-1.028960266,2.927312622,9.333091736,9.83537085
0.422645,-0.036524048,2.58587265,9.609117737,9.951040903
0.623378,-0.393531647,2.571951599,9.653275909,9.997776651
0.82411,-0.102686462,2.824775848,9.213191071,9.637053118
1.024843,0.299976196,2.331401825,9.399403839,9.688870559
1.225574875,0.346679077,2.729573822,9.448052673,9.84055176
1.426306875,0.048349457,3.104095001,9.00033371,9.520701147
1.627039875,0.171543274,3.094365234,9.830507355,10.30744382
1.827771875,-0.321681061,2.568508759,11.16378479,11.45996539
2.028503875,-0.044756927,1.416504364,9.049281921,9.159584657
2.229236167,-0.134121094,2.603685608,8.969348145,9.340576714
2.429968167,-0.459993439,2.524200897,11.52767807,11.80976485
2.630700167,-0.636775818,0.963246918,8.616831207,8.693854618
2.831432167,-0.183368683,2.51102829,8.921447754,9.269903838
3.032164167,-1.15604599,2.769690399,12.53433472,12.88864516
3.23289975,-1.312919769,1.281036072,8.014034729,8.22128727
3.43363175,-0.676443329,2.530338135,8.847651215,9.227194518
3.63436375,-0.437689819,1.61469223,13.21781342,13.32326517
3.83509575,-0.191601563,1.275048523,8.36849762,8.467243489
4.03582775,-0.602197723,1.907782745,8.559799805,8.790474947
4.236555375,-0.825982361,2.371368713,12.0952977,12.35321265
4.437286375,-0.370479584,1.053509216,7.839497681,7.918640077
4.638018375,-0.82613205,2.464026031,8.612190857,8.995762881
4.838750375,-0.507893829,1.426084442,12.63657211,12.72692531
5.039481375,0.280965729,1.408570862,8.826545105,8.942645699
5.240212125,0.018411713,2.284998322,8.013735352,8.333157301
5.440944125,-1.066532135,3.876937866,13.62631393,14.20720132
5.641675125,0.000449066,0.895437927,7.546556854,7.599495354
5.842406125,-0.688418427,2.798730011,8.331374817,8.815816238
6.043137125,-0.407602386,1.253792725,12.26025467,12.33093591
6.24386825,0.007484436,1.351539459,8.187523956,8.298328956
6.44459925,-0.171094208,2.80352005,8.818611603,9.255101755
6.64533025,0.042062531,0.846040649,12.60678406,12.63521105
6.84606125,-0.820743256,1.669927368,6.837780762,7.086432294
7.04679125,-0.450563049,3.200494537,10.16745667,10.66880253
7.24752225,-0.122295685,1.505269775,11.18653748,11.28802082
7.44825225,-0.396824799,1.847308502,7.254364471,7.496387297
7.64898325,-0.252524872,3.272943878,9.878407745,10.40955667
7.84971325,-0.446072388,1.526375885,10.13227982,10.25631016
8.05044325,-0.062869263,2.266137543,6.810088348,7.177508984
8.251174125,0.093705139,3.184627533,10.87817871,11.33514028
8.451904125,0.684676208,1.434167633,10.45336212,10.57347615
8.652634125,-0.279768219,2.541714478,6.788682861,7.254295123
8.853364125,0.827329559,3.989054718,11.81807419,12.50055636
9.054094125,-1.225800934,1.298100586,9.781409454,9.943018856
9.254822125,0.04685257,2.877915344,7.156917114,7.714016753
9.455552125,-0.053438873,2.790497131,13.41360626,13.70089643
9.656282125,0.802780609,1.715432739,8.371790771,8.58335872
9.857011125,-0.125139771,2.398462372,7.706723785,8.072290457
10.05774112,-1.105900269,3.971092072,13.61269226,14.22314938
10.25847104,-0.3065625,1.21577179,7.256310425,7.363838849
10.45920004,-0.259560242,3.197949829,8.702004089,9.274649848
10.65993004,0.288300476,2.223027191,12.86484741,13.05868546
10.86065904,0.175435181,2.163301392,6.727460175,7.06890167
11.06138804,0.356259155,3.084785156,7.910001068,8.497701862
11.2621165,-0.965043182,1.719025269,14.33853287,14.47341981
11.4628465,-0.628243561,1.942061462,7.49671051,7.769617827
11.6635755,-0.577199707,3.654650116,8.548273773,9.314645
11.8643045,-0.096848602,2.246678009,12.74883865,12.94564903
12.0650335,0.177680511,1.571132813,7.086413727,7.2606672
12.26576304,-0.838855591,3.189567261,8.081544342,8.72859536
12.46649104,-1.072669373,1.460512848,13.17365524,13.29770318
12.66722004,-1.02611618,1.419498138,7.585026855,7.784633696
12.86794904,-1.003363495,2.731370087,8.61653183,9.094599586
