time,Acceleration x,Acceleration y,Acceleration z,abs Acceleration
0.199354542,0.361947327,2.606529694,7.836204529,8.266263021
0.400066542,1.472338257,1.919608154,9.273964691,9.584315129
0.600778542,-0.440833282,1.706750793,8.730894012,8.907066998
0.801490542,-0.808618469,5.391039276,9.154812469,10.65494062
1.002202542,-1.418300629,2.927911377,12.68162842,13.09228555
1.202915167,-0.707728271,0.345331879,9.042845306,9.077069166
1.403627167,-1.070723419,2.010768585,7.725434875,8.054314556
1.604340167,0.381107483,4.400998077,12.06311462,12.84650775
1.805052167,0.43409729,1.33627121,8.765621796,8.877510162
2.005764167,0.91145462,2.013013916,9.567653961,9.819520196
2.206479792,0.669108582,2.807711334,12.55424332,12.88176907
2.407191792,-0.593815155,1.512005768,9.484277344,9.622385079
2.607903792,-0.052540741,2.828967133,7.300618286,7.829740923
2.808615792,0.39083725,2.556833038,13.01723053,13.27171577
3.009328792,0.148940277,0.816102905,8.48196167,8.522433979
3.210036167,0.059576111,2.649939423,8.500822449,8.904476995
3.410748167,-1.02970871,1.801503754,13.45057938,13.60969512
3.611460167,-0.446222076,1.212328949,6.625671844,6.750435765
3.812172167,-0.673299866,2.556982727,11.3003009,11.60552859
4.012885167,-0.554896088,0.33694931,10.47297134,10.49307263
4.213598833,-0.682281189,1.392105103,6.527026978,6.70861725
4.414310833,0.123942261,2.348466339,14.57189758,14.76044901
4.615022833,-1.41575592,0.673748932,7.558981018,7.719876714
4.815734833,-0.973575439,2.122286682,8.171806641,8.498845432
5.016446833,0.222138062,3.298989716,12.58343262,13.01059011
5.217157583,-0.096848602,1.488953705,6.525829468,6.6942373
5.417870583,0.158670044,3.218307495,10.73402847,11.20723189
5.618582583,-0.489033051,-0.005239105,10.97966766,10.99055425
5.819294583,-0.698746948,1.833237762,6.909032593,7.182182075
6.020006583,-0.093854828,3.241958313,12.71156616,13.11880394
6.220718083,1.323547668,2.414179688,9.263486481,9.66396522
6.421430083,0.093405762,2.764750671,6.744225311,7.289523027
6.622142083,-0.089364166,4.883594513,11.28593079,12.29754915
6.822854083,-0.230221252,1.224004669,7.537126465,7.63933666
7.023565083,-0.041613464,3.026556244,8.749605103,9.258367233
7.224278583,0.859662323,2.246378632,12.26579315,12.4993967
7.424990583,-0.156724091,2.178270264,7.118147736,7.445633013
7.625702583,0.797391815,3.071612549,11.12306946,11.56690588
7.826413583,-0.427960052,1.41111557,9.044342194,9.163761382
8.027125583,-0.068258057,2.443219299,6.858737183,7.281226232
8.227836417,1.848655701,3.498375092,13.43486206,14.00541591
8.428547417,1.044677582,1.196162567,8.757388916,8.900225658
8.629259417,0.488883362,3.32069458,7.667505341,8.369985519
8.829970417,0.402063904,3.026705933,13.63529526,13.97296965
9.030682417,-0.105829926,1.92005722,6.901398468,7.164294837
9.231394667,0.061222687,3.613934784,9.407636719,10.07809017
9.432105667,0.860710144,2.143991547,11.36975647,11.60210687
9.632817667,0.546663208,2.247576141,6.090085602,6.514566894
9.833528667,-0.021854553,3.644920349,12.10562622,12.64247239
10.03423967,-0.820294189,0.406704254,9.288334808,9.333351725
10.23495071,-0.408650208,1.741478577,6.55367157,6.79340516
10.43566171,0.227975922,2.481689301,14.84882172,15.05650229
10.63637271,1.028211823,0.205522614,7.707621918,7.77861779
10.83708371,0.237406311,2.239043884,6.899452515,7.257556357
11.03779471,-0.300874329,3.144211578,13.62556549,13.98687337
11.23850867,-0.367186432,0.937500458,7.129673767,7.200415336
11.43921967,-0.051193542,2.519410858,7.917036438,8.308400436
11.63993067,1.457668762,2.937192078,13.91521317,14.29633005
11.84064167,0.403111725,1.825603638,6.342460785,6.612271661
12.04135267,0.875080261,3.283871155,9.433832245,10.02730104
12.24205846,1.371448059,0.984203339,10.73702225,10.86890853
12.44276946,0.061671753,1.810185699,7.170987854,7.396191079
12.64348046,0.867745514,2.958148499,11.67616928,12.07628063
12.84419146,1.338666229,1.207089844,9.481582947,9.651399294
13.04490146,0.393831024,3.00245636,6.322402496,7.010179769
13.24561746,1.106798401,4.718487854,12.53957382,13.44358739
13.44632846,-0.232167206,2.700833588,7.425608368,7.904939172
13.64703846,-1.088686066,2.783461761,7.105723572,7.708709633
13.84774946,2.54381012,2.548151093,13.80968262,14.27134815
14.04845946,1.212328949,1.344953156,7.236102448,7.459210354
14.24916571,1.746418304,3.072510681,8.650960236,9.345020694
