time,Latitude,Longitude,Altitude,Direction,Speed
0.043282032,53.54522242,9.928268644,23.52673912,-1,-1
0.442903996,53.54525994,9.928130746,23.52300835,-1,-1
2.088202715,53.5453859,9.928155778,18.27660511,309.1900244,2.998814821
3.088198066,53.54526131,9.928345914,18.66714872,293.2367126,2.998814821
4.038193941,53.5452296,9.928333604,18.87436659,267.6812165,0.944378257
4.988190532,53.54521702,9.928337433,18.86256887,261.5286921,0.944378257
5.938186407,53.54520314,9.928349381,18.76761402,260.6934458,1.006589413
6.888183236,53.54519137,9.928321399,18.57222198,259.0349675,1.324348688
7.837442279,53.54518812,9.928303479,18.47448431,256.4069208,1.324348688
8.787445664,53.54518224,9.928290346,18.28046888,263.3481999,1.159644127
9.73744154,53.54518312,9.928259234,18.02644274,264.7712802,1.072444439
10.68744493,53.5451847,9.928241685,17.89849667,261.3175436,1.0011518
11.63744473,53.54518322,9.928226992,17.80358459,268.9912985,1.064120054
12.58743715,53.54517852,9.928220417,17.7273489,266.2689548,1.064120054
