time,Pressure
0.425000583,1011.009827
1.425578583,1011.023483
2.426153583,1011.039734
3.426727583,1011.050262
4.427303583,1011.061554
4.978256583,1011.066895
5.978834583,1011.073227
6.979406583,1011.079559
7.979986583,1011.087418
8.980559583,1011.093979
9.981137583,1011.102753
10.98171558,1011.108932
11.98229058,1011.114197
12.98286758,1011.114197
13.98344158,1011.105423
14.98401958,1011.087799
15.98459158,1011.064682
16.98517058,1011.03569
17.98574458,1011.00914
18.98631858,1010.986023
19.98689658,1010.961685
20.98747258,1010.937119
21.98805058,1010.916901
22.98862558,1010.894928
23.98919958,1010.872116
24.98977958,1010.849075
25.99035658,1010.827026
26.99092958,1010.804291
27.99150858,1010.78331
28.99208258,1010.758438
29.99265258,1010.736389
30.99323558,1010.717697
31.99381158,1010.699234
32.99438558,1010.683517
33.99496258,1010.673141
34.99553858,1010.664063
35.99611358,1010.655365
36.99669058,1010.647583
37.99726458,1010.639038
38.99784058,1010.625229
39.99842058,1010.613098
40.99899658,1010.601196
41.99956958,1010.586395
43.00014858,1010.568619
44.00073058,1010.553055
45.00129658,1010.53833
46.00187158,1010.524216
47.00244858,1010.512924
48.00302758,1010.500488
49.00360458,1010.491257
50.00418058,1010.479736
51.00475158,1010.466537
52.00533158,1010.454407
53.00590558,1010.44548
54.00647858,1010.434952
55.00706258,1010.428238
56.00763258,1010.428238
57.00821058,1010.430908
58.00878558,1010.438614
59.00936058,1010.448303
60.00993958,1010.462036
61.01051458,1010.476151
62.01109058,1010.486298
63.01166658,1010.492859
64.01224258,1010.497894
65.01281958,1010.500488
66.01340058,1010.501328
67.01397158,1010.504837
68.01454658,1010.505447
69.01512658,1010.506287
70.01569658,1010.506287
71.01627458,1010.505905
72.01685058,1010.505905
73.01742658,1010.505829
74.01800258,1010.5056
75.01857858,1010.499344
76.01915458,1010.491943
77.01973658,1010.481644
78.02030558,1010.466766
79.02088358,1010.457458
80.02145858,1010.44899
81.02203258,1010.443039
82.02261258,1010.443039
83.02318658,1010.450897
84.02376358,1010.459747
85.02433358,1010.469437
86.02491258,1010.47905
87.02549058,1010.48111
88.02606658,1010.48111
89.02664358,1010.476303
90.02721758,1010.472336
91.02779258,1010.469894
92.02836858,1010.460739
93.02894858,1010.457458
94.02952358,1010.439377
95.03010058,1010.423203
96.03067658,1010.408325
97.03124958,1010.400162
