"time","Gyroscope x","Gyroscope y","Gyroscope z","abs Gyroscope"
1.963529188E1,5.881176591E-1,6.364699602E-1,-5.444892868E-2,8.682978043E-1
1.983563588E1,-3.001847267E-1,-5.770362020E-1,-3.159748018E-1,7.231332684E-1
2.003598088E1,-6.627529860E-1,-6.999153178E-3,-4.577298462E-1,8.054856427E-1
2.023632538E1,-1.800097991E-3,-3.473727405E-1,-5.212235264E-4,3.473777956E-1
2.043667038E1,-1.461992711E-1,5.794577301E-2,3.993438780E-1,4.291939799E-1
2.063701438E1,9.892387688E-2,-5.241145492E-1,-7.568805218E-1,9.259320268E-1
2.083735938E1,1.542668790E-1,2.680136561E-1,1.119748279E-1,3.288889659E-1
2.103770338E1,-3.534713089E-1,-9.417454153E-2,-3.506775796E-1,5.067401458E-1
2.123804675E1,7.673888206E-1,4.640647173E-1,7.732401490E-1,1.184120767E0
2.143839175E1,-7.988256961E-2,-2.075143009E-1,5.386968851E-1,5.827844748E-1
2.163873575E1,5.464574695E-2,1.764882356E-1,2.692688406E-1,3.265577490E-1
2.183907975E1,4.039843380E-2,-5.298930407E-1,-9.446347356E-1,1.083860439E0
2.203942475E1,-2.980961204E-1,2.524482310E-1,-4.672642350E-1,6.090379887E-1
2.223976938E1,2.547873855E-1,4.628351424E-3,2.639550865E-1,3.668927924E-1
2.244011338E1,2.045927644E-1,3.183678687E-1,6.495302320E-1,7.517352069E-1
2.264045738E1,3.341482878E-1,-4.416837916E-2,3.006170690E-1,4.516376270E-1
2.284080138E1,-1.561147422E-1,3.181103766E-1,5.606241152E-2,3.587603914E-1
2.304114638E1,-1.604498327E-1,-1.684571654E-1,-1.949391961E-1,3.035181305E-1
2.324149038E1,-6.359698772E-1,-6.022521853E-1,-7.384421229E-1,1.145627404E0
2.344183438E1,4.599777162E-1,-7.982545495E-1,-4.361438155E-1,1.019319014E0
2.364217838E1,1.130581424E-1,-1.416311264E-1,3.653856814E-1,4.078580828E-1
2.384252238E1,3.236519694E-1,-2.530644536E-1,-1.007102609E0,1.087680045E0
2.404286638E1,-7.834110856E-1,-2.713808715E-1,-1.752983779E-1,8.474137288E-1
2.424320963E1,-5.648859739E-1,9.461450577E-2,-2.229734212E-1,6.146260772E-1
2.444355263E1,-5.055724382E-1,6.027187109E-1,7.658633590E-1,1.097916217E0
2.464389663E1,1.056986094E0,6.985178590E-2,1.033542395E0,1.479969174E0
2.484424063E1,-9.388213158E-1,-1.967122555E-1,-2.585884035E-1,9.934531377E-1
2.504458463E1,9.621185660E-1,1.231363416E-1,-1.302977502E-1,9.786788020E-1
2.524492888E1,-2.534134090E-1,1.019399762E-1,-6.037087440E-1,6.626268650E-1
2.544527188E1,6.807560325E-1,4.027816951E-1,4.813578129E-1,9.259412582E-1
2.564561588E1,1.690991106E-3,6.845836639E-1,5.992527604E-1,9.098140048E-1
2.584595988E1,-8.471880853E-2,4.291252196E-1,3.116283417E-1,5.370641991E-1
2.604630388E1,-2.026812881E-1,1.797915250E-1,-5.847108960E-1,6.444311670E-1
2.624664704E1,1.767539233E-1,2.115598619E-1,-1.873663068E-1,3.333251528E-1
2.644699104E1,-5.804920197E-1,-3.978242278E-1,-6.846211553E-1,9.818050862E-1
2.664733404E1,1.150852323E0,-6.438402534E-1,6.825118065E-1,1.484861511E0
2.684767804E1,-2.277647704E-2,4.865985215E-1,4.167130291E-1,6.410511974E-1
2.704802104E1,1.724752486E-1,1.787373573E-1,-1.530169398E-1,2.917343622E-1
2.724836450E1,-1.612913907E-1,-2.948679626E-1,-3.807309866E-1,5.078563894E-1
2.744870750E1,-5.502996594E-2,3.500200436E-2,4.847956076E-2,8.126318522E-2
2.764905150E1,1.050719857E0,-9.030233622E-1,7.205422968E-2,1.387319438E0
2.784939450E1,1.213211194E-1,4.297404289E-1,7.679717541E-1,8.883559339E-1
2.804973750E1,2.232344300E-1,-4.151178598E-1,-9.974265099E-1,1.103184523E0
2.825008175E1,-2.508052588E-1,1.042797267E-1,2.115797997E-1,3.443015406E-1
2.845042475E1,-3.601430357E-1,7.497736812E-2,-5.779421926E-1,6.850852427E-1
2.865076775E1,1.842786670E-1,7.302144170E-1,9.226236343E-1,1.190968552E0
2.885111075E1,3.324742019E-1,1.256434470E-1,7.102242112E-1,7.941938056E-1
2.905145475E1,-9.664350003E-2,3.302538097E-1,3.334919214E-1,4.791914091E-1
2.925179842E1,5.034846663E-1,-2.710829973E-1,-9.348563552E-1,1.095873718E0
2.945214142E1,-4.862935245E-1,-1.197751239E-1,-6.893633604E-1,8.520852745E-1
2.965248442E1,9.614696726E-3,8.612795174E-2,3.164730668E-1,3.281244710E-1
2.985282742E1,3.498837054E-1,-1.795847118E-1,7.591570020E-1,8.549787305E-1
3.005317042E1,-3.448268399E-2,5.931671262E-1,7.283191085E-1,9.399388378E-1
3.025351275E1,-1.864155531E-1,3.884157240E-1,-3.074060678E-1,5.292598829E-1
3.045385575E1,1.011199038E-2,-3.300531209E-1,-3.361377120E-1,4.711962185E-1
3.065419875E1,-9.875162244E-1,9.313378483E-2,-1.069748044E0,1.458843060E0
3.085454175E1,2.368015498E-1,-4.527423680E-1,1.853975654E-1,5.435281805E-1
3.105488475E1,1.671473831E-1,2.206697613E-1,9.066637158E-1,9.479833779E-1
3.125522704E1,1.058182493E-1,-1.896304190E-1,-6.165706515E-1,6.536945510E-1
3.145557004E1,9.140696377E-2,8.118863702E-1,2.818384171E-1,8.642613056E-1
3.165591304E1,-4.427137673E-1,-1.805145591E-1,-4.824749529E-1,6.792371206E-1
3.185625604E1,5.048046112E-1,8.159141541E-1,5.268701315E-1,1.094593869E0
3.205659804E1,4.340759218E-1,-3.785639629E-2,6.840648651E-1,8.110485511E-1
3.225694100E1,-3.344321623E-2,2.317096889E-1,1.794402450E-1,2.949688631E-1
3.245728300E1,-6.589217186E-1,-1.075054526E0,-1.044548512E0,1.637376456E0
3.265762600E1,-9.768499434E-2,1.902177557E-2,-2.147217244E-1,2.366634847E-1
3.285796900E1,-3.169904649E-1,1.118030429E0,1.578450948E-1,1.172770254E0
3.305831100E1,7.983345389E-1,-7.546194196E-1,8.126921654E-1,1.366476147E0
3.325865392E1,4.224433303E-1,3.590260744E-1,7.163124084E-1,9.057933296E-1
3.345899592E1,-4.180546850E-2,1.316020340E-1,-1.597658247E-1,2.111679693E-1
3.365933792E1,1.396384686E-1,-2.113840133E-1,-4.524248242E-1,5.185270722E-1
3.385968092E1,-9.308165312E-1,-5.028485060E-1,-5.965932012E-1,1.214577903E0
3.406002292E1,-3.754195198E-2,-2.341846377E-2,-1.108340397E-1,1.193398801E-1
3.426036488E1,-2.474590540E-1,4.063295424E-1,2.355806977E-1,5.308841169E-1
3.446070688E1,2.780611217E-1,-5.474674702E-1,-8.164823651E-1,1.021607591E0
3.466104988E1,-9.130240232E-2,-4.166585803E-1,-1.418620944E-1,4.495168017E-1
3.486139188E1,-2.198927999E-1,5.013145208E-1,-4.352993891E-2,5.491483841E-1
3.506173388E1,-4.087788761E-1,6.705042720E-1,4.693544805E-1,9.148605231E-1
3.526207538E1,1.506187320E-1,-1.522825956E-1,4.539536238E-1,5.019460966E-1
3.546241738E1,1.187948361E-1,-3.510764241E-2,-4.179569334E-2,1.307349977E-1
3.566275938E1,-2.222647369E-1,2.200061977E-1,-4.872196019E-1,5.789536084E-1
3.586310138E1,-1.363569349E-1,-3.520690650E-2,-5.739762783E-1,5.910004298E-1
3.606344338E1,1.030561998E-1,-5.035804510E-1,2.841871232E-2,5.148023642E-1
3.626378612E1,-2.357783355E-2,-1.622619927E-1,3.990115225E-1,4.313873707E-1
3.646412812E1,-1.814866811E-1,4.455605149E-1,2.834366560E-1,5.583886871E-1
3.666447013E1,-3.595563471E-1,-3.941506743E-1,-2.708861530E-1,5.983434037E-1
3.686481213E1,2.143890560E-1,3.194105327E-1,-3.408757746E-1,5.139864292E-1
3.706515413E1,-3.131942749E-1,-5.500820875E-1,-4.607419968E-1,7.829202670E-1
3.726549554E1,1.511270404E0,-4.092478454E-1,5.680855513E-1,1.665575944E0
3.746583754E1,2.019777894E-1,2.694436312E-1,5.846120119E-1,6.746599901E-1
3.766617954E1,1.793646216E-1,9.659752846E-1,1.975284666E-1,1.002146403E0
3.786652154E1,-6.062248945E-1,-1.095427155E0,-5.456998348E-1,1.365744334E0
3.806686254E1,-9.979678392E-1,-3.547456563E-1,-8.383849859E-1,1.350804824E0
3.826720454E1,5.785734057E-1,-8.280960917E-1,-1.608680487E-1,1.022921723E0
3.846754554E1,-3.150922954E-1,3.999114037E-1,5.123344660E-1,7.222872631E-1
3.866788754E1,4.211644232E-1,1.182438806E-2,-6.228033304E-1,7.519330262E-1
3.886822854E1,-3.636141419E-1,-2.209056318E-1,-4.202723503E-2,4.275287486E-1
3.906857054E1,-2.079329044E-1,-4.727692306E-1,-4.327936471E-2,5.182855791E-1
3.926891204E1,3.863429725E-1,6.200663447E-1,3.311060369E-1,8.021062099E-1
3.946925404E1,-3.327961266E-1,3.467091620E-1,7.125025988E-1,8.594303102E-1
3.966959504E1,-1.082896590E0,5.870573521E-1,6.931553036E-2,1.233736602E0
3.986993604E1,3.369538188E-1,-6.454599649E-2,-3.635219932E-1,4.998522794E-1
4.007027804E1,-3.077009916E-1,-3.421471715E-1,-4.579619467E-1,6.492100830E-1
4.027061850E1,2.429912984E-1,3.084872961E-1,1.751535535E-1,4.299859885E-1
4.047095950E1,6.244019046E-2,3.491555452E-1,9.647461772E-1,1.027883047E0
4.067130050E1,2.260469459E-2,5.422859788E-1,4.648348987E-1,7.146023636E-1
4.087164250E1,-6.651342660E-2,5.331430435E-1,-3.456467688E-1,6.388561885E-1
4.107198350E1,1.071834192E-1,-1.116176397E-1,-2.891635001E-1,3.279669383E-1
4.127232425E1,-4.628778696E-1,-6.954177618E-1,-7.082744241E-1,1.095223468E0
4.147266525E1,1.551819324E0,-7.168298960E-1,6.103022695E-1,1.815063959E0
4.167300625E1,-1.976244338E-2,1.379346251E-1,5.925554633E-1,6.087187299E-1
4.187334725E1,2.402220666E-1,5.113954544E-1,-4.376686513E-1,7.146928015E-1
4.207368825E1,-4.665969312E-1,-1.805869639E-1,-2.171180844E-1,5.454031631E-1
4.227402850E1,-1.087613821E0,-7.931932062E-2,-8.449151516E-1,1.379520566E0
4.247436950E1,-5.289136767E-1,4.161355495E-1,8.748798817E-2,6.786550089E-1
4.267471050E1,4.998048022E-2,1.942570508E-1,6.831393838E-1,7.119784181E-1
4.287505150E1,4.314664304E-1,1.804490834E-1,3.680545688E-1,5.951380662E-1
4.307539150E1,3.714104295E-1,1.187263727E-1,-1.515367478E-1,4.183360427E-1
4.327573288E1,-3.270864785E-1,-1.952611506E-1,-7.539348006E-1,8.447071474E-1
4.347607388E1,-3.740306199E-2,3.968482316E-1,4.347292185E-1,5.898109878E-1
4.367641488E1,-7.109418977E-3,4.054831564E-1,6.318215728E-1,7.507766871E-1
4.387675488E1,-3.000118434E-1,3.540586233E-1,7.214421034E-1,8.578131052E-1
4.407709588E1,-2.213126421E-1,-4.008193687E-2,-4.500135481E-1,5.030885019E-1
4.427743613E1,1.675561816E-2,-1.905201972E-1,-3.936018348E-1,4.376083873E-1
4.447777713E1,-4.978438616E-1,-6.010857821E-1,-5.362703204E-1,9.469627683E-1
4.467811813E1,1.765616417E0,-4.398172200E-1,6.437504292E-1,1.930092001E0
4.487845813E1,-1.322586834E-1,4.098223150E-1,5.414055586E-1,6.917851314E-1
4.507879813E1,5.765528083E-1,2.321884632E-1,-1.704747081E-1,6.445046542E-1
4.527913888E1,-1.550567746E-1,-3.104515672E-1,-3.027021140E-2,3.483375728E-1
4.547947888E1,-1.047765732E0,-1.439883113E-1,-8.403326273E-1,1.350816267E0
4.567981988E1,-1.018894911E0,5.559843779E-1,3.583575189E-1,1.214777996E0
4.588015988E1,2.964083850E-1,-3.166731596E-1,2.833560109E-1,5.181027404E-1
4.608049988E1,5.192745328E-1,-3.861985505E-1,-4.360329732E-2,6.486112922E-1
4.628084075E1,1.193474889E0,7.061738968E-1,6.730595827E-1,1.541451616E0
4.648118075E1,-2.008722126E-1,1.592577621E-2,-5.342549682E-1,5.709918101E-1
4.668152075E1,4.513286948E-1,7.394182682E-2,6.490933299E-1,7.940322005E-1
4.688186075E1,3.575547412E-2,5.050201416E-1,7.601969242E-1,9.133581778E-1
4.708220075E1,-2.589374483E-1,3.954442441E-1,5.097538829E-1,6.951789507E-1
4.728254163E1,-1.807775646E-1,-2.164333016E-1,-8.715975881E-1,9.160820146E-1
4.748288163E1,-6.342179142E-3,-1.921214759E-1,-1.865622848E-1,2.678737965E-1
4.768322163E1,-6.608167291E-2,-1.663553268E-1,-1.133047342E-1,2.118462769E-1
4.788356163E1,1.859506607E0,-6.274336576E-1,3.703010082E-1,1.997138116E0
4.808390163E1,2.856500745E-1,2.047535181E-1,5.508272648E-1,6.533992989E-1
4.828424079E1,5.165600777E-1,6.177026033E-1,-2.766430378E-1,8.514236257E-1
4.848458079E1,1.172873527E-1,9.214936942E-2,-1.121149063E-1,1.865946987E-1
4.868492079E1,-1.360824466E0,1.165391586E-4,-8.680880070E-1,1.614131354E0
4.888526079E1,-6.052491069E-1,1.211144701E-1,-3.379657269E-1,7.037158722E-1
4.908560079E1,3.512964025E-2,-3.927179612E-3,8.626898527E-1,8.634137457E-1
4.928593988E1,6.844106913E-1,-1.202138439E-1,-2.598796785E-1,7.418940692E-1
4.948627988E1,1.830093861E-1,-8.595440537E-2,4.613043368E-1,5.036688260E-1
4.968661988E1,-4.856273532E-1,-3.086192608E-1,-5.995252728E-1,8.309695103E-1
4.988695888E1,3.853082061E-1,4.646742642E-1,7.037970424E-1,9.272081009E-1
5.008729888E1,5.594710708E-1,-9.352922440E-2,8.276658058E-1,1.003387403E0
5.028763938E1,3.404032886E-1,5.362215266E-2,4.753765464E-1,5.871393318E-1
5.048797838E1,-3.812945783E-1,-4.137210548E-1,-9.178234935E-1,1.076545694E0
5.068831838E1,-2.118915021E-1,-4.225934446E-1,-7.458326817E-1,8.830343239E-1
5.088865738E1,-7.504003048E-1,-1.036440507E-1,-2.317096293E-1,7.921692111E-1
5.108899738E1,9.318156838E-1,1.667485088E-1,1.033256888E0,1.401322708E0
5.128933663E1,-1.424219161E-1,3.617005050E-1,4.206128418E-1,5.727359079E-1
5.148967563E1,1.067608669E-1,3.122308552E-1,-1.308598816E-1,3.549792928E-1
5.169001563E1,9.771449119E-2,-3.442972004E-1,-3.523881733E-1,5.022609966E-1
5.189035463E1,-1.055165529E0,-1.522657424E-1,-9.706480503E-1,1.441775568E0
5.209069463E1,5.502265096E-1,-4.383177459E-1,3.141024411E-1,7.704102814E-1
5.229103304E1,-1.839186996E-1,4.202028513E-1,6.756001115E-1,8.165978416E-1
5.249137204E1,5.545720458E-1,1.456772238E-1,-4.780601561E-1,7.465343397E-1
5.269171104E1,-3.390215635E-1,-2.555817068E-1,-9.507915378E-2,4.350835263E-1
5.289205104E1,-8.545972705E-1,1.545830965E-1,-6.921053529E-1,1.110514407E0
5.309239004E1,6.580904126E-1,2.208723426E-1,5.145414472E-1,8.640720362E-1
5.329272879E1,3.972135484E-1,4.511137307E-1,9.366155863E-1,1.112893058E0
5.349306779E1,1.324679554E-1,-1.988828778E-1,2.809973955E-1,3.688654153E-1
5.369340679E1,1.371878982E-1,-7.559329271E-2,-2.702192664E-1,3.123352642E-1
5.389374579E1,-3.090772927E-1,-1.230806038E-1,-5.091887116E-1,6.082357700E-1
5.409408479E1,2.818635404E-1,3.291037977E-1,7.342103869E-2,4.394849417E-1
5.429442375E1,1.712609679E-1,-9.261736274E-2,9.091413617E-1,9.297560490E-1
5.449476275E1,1.823922060E-2,4.046653211E-1,5.436959267E-1,6.780058642E-1
5.469510175E1,-8.202978969E-1,8.431917429E-2,-8.253203630E-1,1.166684218E0
5.489544075E1,4.240646362E-1,8.297307044E-2,-3.601621687E-1,5.625230075E-1
5.509577975E1,-3.197820112E-2,-1.104274392E0,-8.788184524E-1,1.411653786E0
5.529611875E1,3.618489504E-1,5.456523299E-1,1.026306391E0,1.217364340E0
5.549645675E1,3.522467911E-1,2.024544179E-1,4.770103693E-1,6.265815874E-1
5.569679575E1,-1.541474760E-1,4.374463558E-1,-1.725403517E-1,4.948645588E-1
5.589713475E1,2.262967676E-1,-2.629527450E-1,1.230105311E-1,3.680841804E-1
5.609747375E1,-1.064848065E0,-2.258080393E-1,-6.509215236E-1,1.268301818E0
5.629781204E1,3.856834173E-1,-9.763312340E-1,-1.719789803E-1,1.063743929E0
5.649815104E1,2.422561496E-1,-1.409885138E-1,7.408855557E-1,7.921345907E-1
5.669848904E1,-2.044886351E-1,-6.867164969E-1,-7.155165672E-1,1.012600171E0
5.689882804E1,3.200387955E-1,1.762614399E-2,3.904744685E-1,5.051790000E-1
5.709916704E1,-3.863708377E-1,-2.805098891E-1,-8.433765173E-1,9.691502319E-1
5.729950500E1,6.617764235E-1,4.317082167E-1,3.804103434E-1,8.769447237E-1
5.749984400E1,-5.505598709E-2,2.336106300E-1,4.108351469E-1,4.758052187E-1
5.770018200E1,-8.170942962E-2,8.537754416E-3,2.821254432E-1,2.938436486E-1
5.790052100E1,4.467554092E-1,-1.104307175E-1,-2.009387128E-2,4.606398840E-1
5.810085900E1,-4.228566587E-1,1.154769957E-1,-3.784697950E-1,5.791218145E-1
5.830119754E1,-9.728785604E-2,-1.795754284E-1,-1.239584014E-1,2.389099133E-1
5.850153654E1,5.544842482E-1,-1.390210986E-1,6.124190092E-1,8.377569398E-1
5.870187454E1,-1.640294045E-1,4.045095742E-1,7.599217296E-1,8.763644654E-1
5.890221254E1,-1.480830461E-2,4.747206271E-1,-1.044783443E-1,4.863071911E-1
5.910255154E1,-5.628388524E-1,-6.411042213E-1,-5.260203481E-1,1.002247276E0
5.930288900E1,-6.999768615E-1,-1.379872859E-1,-4.881752729E-1,8.644785681E-1
5.950322700E1,9.512564540E-1,-5.890586376E-1,-1.159282178E-1,1.124863668E0
5.970356500E1,2.252939194E-1,1.010276526E-1,4.948379695E-1,5.530176786E-1
5.990390400E1,4.207093120E-1,-1.106473207E0,-7.584819794E-1,1.405906895E0
6.010424200E1,-6.378781796E-2,1.295415759E-1,2.949313223E-1,3.283814710E-1
6.030457979E1,-4.365471900E-1,-4.025785998E-2,-3.539987206E-1,5.634795813E-1
6.050491779E1,4.750052691E-1,-2.834702432E-1,6.007944942E-1,8.166635835E-1
6.070525579E1,7.676607929E-3,7.017038763E-2,3.113313913E-1,3.192335334E-1
6.090559379E1,6.795608997E-2,6.403180957E-2,2.877093852E-1,3.024810624E-1
6.110593179E1,5.591422319E-1,3.097336888E-1,3.657906055E-1,7.364630070E-1
6.130627013E1,-4.523520768E-1,1.641165763E-1,-6.793407798E-1,8.325025808E-1
6.150660813E1,1.572678089E-1,5.355396271E-1,3.887132704E-1,6.801719360E-1
6.170694513E1,7.667396665E-1,2.847093046E-1,7.277144194E-1,1.094768186E0
