"time","Pressure"
2.064174949E2,1.012071991E3
2.074834879E2,1.012064590E3
2.085494959E2,1.012054901E3
2.096154719E2,1.012036972E3
2.106814469E2,1.012035294E3
2.117474469E2,1.012035294E3
2.128134629E2,1.012043076E3
2.138794529E2,1.012049408E3
2.149454799E2,1.012061386E3
2.160113939E2,1.012066498E3
2.170773379E2,1.012066498E3
2.181433099E2,1.012054901E3
2.192092409E2,1.012049789E3
2.202751799E2,1.012044983E3
2.213411089E2,1.012040329E3
2.224070419E2,1.012033844E3
2.234729609E2,1.012030258E3
2.245388599E2,1.012026215E3
2.256047359E2,1.012022705E3
2.266706419E2,1.012017365E3
2.277365349E2,1.012017365E3
2.288024189E2,1.012017212E3
2.298683279E2,1.012016830E3
2.309342119E2,1.012016830E3
2.320001269E2,1.012015533E3
2.330660409E2,1.012015152E3
2.341319229E2,1.012011490E3
2.351978119E2,1.012008133E3
2.362637249E2,1.012005234E3
2.373296239E2,1.012001877E3
2.383955299E2,1.011997986E3
2.394614589E2,1.011997986E3
2.405273049E2,1.011997986E3
2.415932029E2,1.012001190E3
2.426590749E2,1.012003708E3
2.437249399E2,1.012008820E3
2.447907799E2,1.012015152E3
2.458565739E2,1.012021637E3
2.469223729E2,1.012026672E3
2.479882029E2,1.012030487E3
2.490540279E2,1.012034683E3
2.501197859E2,1.012040176E3
2.511855429E2,1.012045364E3
2.522512849E2,1.012047501E3
2.533170309E2,1.012051239E3
2.543827859E2,1.012053986E3
2.554485719E2,1.012054520E3
2.565143839E2,1.012055054E3
2.575801989E2,1.012059326E3
2.586460419E2,1.012062912E3
2.597118199E2,1.012067490E3
2.607775859E2,1.012071991E3
2.618433499E2,1.012074890E3
2.629090709E2,1.012078400E3
2.639748309E2,1.012082291E3
2.650405239E2,1.012082291E3
2.661062569E2,1.012085037E3
2.671719849E2,1.012089157E3
2.682377179E2,1.012092361E3
2.693034869E2,1.012093887E3
2.703692219E2,1.012095032E3
2.714350049E2,1.012098465E3
2.725007579E2,1.012101135E3
2.735665329E2,1.012102890E3
2.746323329E2,1.012104721E3
2.756980929E2,1.012109146E3
2.767638389E2,1.012112732E3
2.778295689E2,1.012115936E3
2.788952899E2,1.012119751E3
2.799610349E2,1.012124100E3
2.810267959E2,1.012127686E3
2.820925389E2,1.012132568E3
2.831582789E2,1.012135086E3
2.842240149E2,1.012138290E3
2.852897579E2,1.012140503E3
2.863554579E2,1.012143784E3
2.874211809E2,1.012146454E3
2.884869179E2,1.012147522E3
2.895526739E2,1.012162628E3
2.906184239E2,1.012180939E3
2.916841519E2,1.012198486E3
2.927498709E2,1.012212753E3
2.938156659E2,1.012228622E3
2.948813869E2,1.012234650E3
2.959471189E2,1.012236710E3
2.970128239E2,1.012236710E3
2.980785229E2,1.012226410E3
2.991442459E2,1.012208939E3
3.002099539E2,1.012190933E3
3.012757119E2,1.012168808E3
3.023415009E2,1.012149887E3
3.034072259E2,1.012145004E3
3.044729679E2,1.012144394E3
3.055387279E2,1.012143784E3
3.066044849E2,1.012143250E3
3.076702009E2,1.012141342E3
3.087359289E2,1.012143250E3
3.098016529E2,1.012143478E3
3.108673839E2,1.012145462E3
3.119330899E2,1.012147141E3
3.129987959E2,1.012149048E3
3.140644369E2,1.012149048E3
3.151301179E2,1.012147522E3
3.161958299E2,1.012143097E3
3.172614929E2,1.012142410E3
3.183271749E2,1.012141037E3
3.193928539E2,1.012141037E3
3.204585179E2,1.012147141E3
3.215241919E2,1.012151489E3
3.225898739E2,1.012158508E3
3.236555419E2,1.012158508E3
3.247211899E2,1.012157135E3
3.257868619E2,1.012157135E3
3.268525399E2,1.012157135E3
3.279182019E2,1.012155075E3
3.289838189E2,1.012154007E3
3.300494809E2,1.012153625E3
3.311151499E2,1.012149582E3
3.321807419E2,1.012143784E3
3.332463729E2,1.012139511E3
3.343119589E2,1.012135544E3
3.353775979E2,1.012129974E3
3.364432309E2,1.012123718E3
3.375088699E2,1.012119141E3
3.385744709E2,1.012116776E3
3.396400419E2,1.012113647E3
3.407056559E2,1.012109604E3
3.417712639E2,1.012097931E3
3.428368499E2,1.012084732E3
3.439023749E2,1.012067032E3
3.449678939E2,1.012046661E3
3.460334269E2,1.012026520E3
3.470990029E2,1.012015152E3
3.481645989E2,1.012005844E3
3.492301589E2,1.011997223E3
3.502957069E2,1.011992188E3
3.513611999E2,1.011985474E3
3.524267379E2,1.011979065E3
3.534922989E2,1.011971512E3
3.545578739E2,1.011967926E3
3.556234449E2,1.011967926E3
3.566890399E2,1.011968002E3
3.577546189E2,1.011968002E3
3.588201949E2,1.011964188E3
3.598857939E2,1.011950302E3
3.609513019E2,1.011922913E3
3.620168579E2,1.011888428E3
3.630823629E2,1.011849670E3
3.641478719E2,1.011809158E3
3.652134179E2,1.011774521E3
3.662789209E2,1.011743317E3
3.673444289E2,1.011716385E3
3.684098889E2,1.011698227E3
3.694753679E2,1.011684418E3
3.705408589E2,1.011673813E3
3.716063579E2,1.011667557E3
3.726718329E2,1.011661835E3
3.737373059E2,1.011654663E3
